indicator_seq,parent_seq,agency_name,indicator_name,description,period_year,period_month,category,frequency,desired_change,indicator_unit,decimal_places,ytd_target,ytd_actual,monthly_target,monthly_actual
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,5,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,6,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,7,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,8,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,9,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,10,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,11,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,12,Service Indicators,M,U,%,1,96.50,96.30,96.50,96.30
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,1,Service Indicators,M,U,%,1,97.50,95.30,97.50,95.30
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,6,Service Indicators,M,U,%,1,97.50,96.80,97.50,97.50
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,7,Service Indicators,M,U,%,1,97.50,96.90,97.50,97.10
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,8,Service Indicators,M,U,%,1,97.50,96.80,97.50,96.60
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,10,Service Indicators,M,U,%,1,97.50,97.10,97.50,98.50
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,11,Service Indicators,M,U,%,1,97.50,96.90,97.50,94.80
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,12,Service Indicators,M,U,%,1,97.50,96.80,97.50,95.70
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,1,Service Indicators,M,U,%,1,96.50,97.00,96.50,97.00
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,2,Service Indicators,M,U,%,1,96.50,97.40,96.50,97.70
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,3,Service Indicators,M,U,%,1,96.50,97.20,96.50,97.00
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,4,Service Indicators,M,U,%,1,96.50,97.20,96.50,97.00
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,5,Service Indicators,M,U,%,1,96.50,97.20,96.50,97.20
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,6,Service Indicators,M,U,%,1,96.50,97.30,96.50,97.70
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,7,Service Indicators,M,U,%,1,96.50,97.30,96.50,97.40
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,8,Service Indicators,M,U,%,1,96.50,97.30,96.50,97.00
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,9,Service Indicators,M,U,%,1,96.50,97.10,96.50,96.30
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,10,Service Indicators,M,U,%,1,96.50,97.10,96.50,96.90
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,11,Service Indicators,M,U,%,1,96.50,97.10,96.50,97.30
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,12,Service Indicators,M,U,%,1,96.50,97.10,96.50,97.20
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,1,Service Indicators,M,U,%,1,96.50,96.50,96.50,96.50
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,2,Service Indicators,M,U,%,1,96.50,96.60,96.50,96.70
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,3,Service Indicators,M,U,%,1,96.50,96.60,96.50,96.70
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,4,Service Indicators,M,U,%,1,96.50,96.50,96.50,96.00
374903,0,NYC Transit,% of Completed Trips - NYCT Bus,The percent of total scheduled bus trips completed,2009,11,Service Indicators,M,U,%,2,99.40,99.11,99.40,99.33
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,5,Service Indicators,M,U,%,1,96.50,96.30,96.50,95.60
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,6,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,7,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,8,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,9,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,10,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,11,Service Indicators,M,U,%,1,96.50,0,96.50,0
304471,0,NYC Transit,Elevator Availability - Subways,Percent of time that elevators are operational systemwide. Elevators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,12,Service Indicators,M,U,%,1,96.50,0,96.50,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,1,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,2,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,3,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,4,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,5,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,6,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,7,Service Indicators,M,U,%,1,95.00,0,95.00,0
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2011,2,Service Indicators,M,U,%,1,91.90,84.00,91.90,84.50
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,8,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,9,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,10,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,11,Service Indicators,M,U,%,1,95.00,0,95.00,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2008,12,Service Indicators,M,U,%,1,95.00,92.90,95.00,92.90
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,1,Service Indicators,M,U,%,1,96.00,91.50,96.00,91.50
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,2,Service Indicators,M,U,%,1,96.00,92.30,96.00,93.00
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,3,Service Indicators,M,U,%,1,96.00,92.60,96.00,93.40
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,4,Service Indicators,M,U,%,1,96.00,92.90,96.00,93.70
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,5,Service Indicators,M,U,%,1,96.00,92.90,96.00,93.10
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,6,Service Indicators,M,U,%,1,96.00,93.20,96.00,94.40
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,7,Service Indicators,M,U,%,1,96.00,93.10,96.00,92.30
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,8,Service Indicators,M,U,%,1,96.00,92.90,96.00,91.60
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,9,Service Indicators,M,U,%,1,96.00,92.90,96.00,92.90
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,10,Service Indicators,M,U,%,1,96.00,93.00,96.00,93.90
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,11,Service Indicators,M,U,%,1,96.00,93.10,96.00,94.20
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2009,12,Service Indicators,M,U,%,1,96.00,93.10,96.00,93.80
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,1,Service Indicators,M,U,%,1,95.20,93.60,95.20,93.60
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,2,Service Indicators,M,U,%,1,95.20,94.50,95.20,95.30
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,3,Service Indicators,M,U,%,1,95.20,94.30,95.20,94.10
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,4,Service Indicators,M,U,%,1,95.20,94.30,95.20,94.10
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,5,Service Indicators,M,U,%,1,95.20,93.90,95.20,92.60
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,6,Service Indicators,M,U,%,1,95.20,93.50,95.20,91.10
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,4,Service Indicators,M,U,%,1,0,0,0,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,7,Service Indicators,M,U,%,1,95.20,93.10,95.20,90.60
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,8,Service Indicators,M,U,%,1,95.20,93.00,95.20,92.40
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,9,Service Indicators,M,U,%,1,95.20,92.80,95.20,91.30
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,10,Service Indicators,M,U,%,1,95.20,92.60,95.20,90.70
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,11,Service Indicators,M,U,%,1,95.20,92.60,95.20,92.30
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2010,12,Service Indicators,M,U,%,1,95.20,92.60,95.20,92.70
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,1,Service Indicators,M,U,%,1,95.20,91.60,95.20,91.60
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,2,Service Indicators,M,U,%,1,95.20,91.70,95.20,91.80
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,3,Service Indicators,M,U,%,1,95.20,92.20,95.20,93.10
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,4,Service Indicators,M,U,%,1,95.20,92.40,95.20,92.90
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,5,Service Indicators,M,U,%,1,95.20,92.60,95.20,93.80
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,6,Service Indicators,M,U,%,1,95.20,0,95.20,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,7,Service Indicators,M,U,%,1,95.20,0,95.20,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,8,Service Indicators,M,U,%,1,95.20,0,95.20,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,9,Service Indicators,M,U,%,1,95.20,0,95.20,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,10,Service Indicators,M,U,%,1,95.20,0,95.20,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,11,Service Indicators,M,U,%,1,95.20,0,95.20,0
304472,0,NYC Transit,Escalator Availability - Subways,Percent of time that escalators are operational systemwide. Escalators maintained by New York City Transit are electronically monitored 24-hours a day. Those not maintained by the agency within the stations are inspected once during every 8 hour shift.,2011,12,Service Indicators,M,U,%,1,95.20,0,95.20,0
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,1,Service Indicators,M,U,%,1,0,0,0,0
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,2,Service Indicators,M,U,%,1,0,0,0,0
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,5,Service Indicators,M,U,%,1,0,0,0,0
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,6,Service Indicators,M,U,%,1,0,86.20,0,86.20
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,7,Service Indicators,M,U,%,1,0,86.50,0,86.80
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,8,Service Indicators,M,U,%,1,0,87.00,0,88.00
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,9,Service Indicators,M,U,%,1,0,87.80,0,90.50
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,10,Service Indicators,M,U,%,1,0,87.90,0,88.10
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,11,Service Indicators,M,U,%,1,0,88.40,0,91.10
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2009,12,Service Indicators,M,U,%,1,0,88.70,0,90.60
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2010,1,Service Indicators,M,U,%,1,92.00,91.10,92.00,91.10
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2010,2,Service Indicators,M,U,%,1,92.00,89.70,92.00,88.30
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2010,3,Service Indicators,M,U,%,1,92.00,90.30,92.00,91.30
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2010,4,Service Indicators,M,U,%,1,92.00,90.30,92.00,90.30
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2010,5,Service Indicators,M,U,%,1,92.00,90.10,92.00,89.30
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2010,6,Service Indicators,M,U,%,1,92.00,89.80,92.00,88.20
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2010,7,Service Indicators,M,U,%,1,92.00,89.30,92.00,86.30
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2010,8,Service Indicators,M,U,%,1,92.00,89.10,92.00,87.60
391690,0,NYC Transit,On-Time Performance (Terminal),"Subways weekday Terminal OTP evaluates performance based on schedule/service plan�in effect, includes all delays.",2010,9,Service Indicators,M,U,%,1,92.00,88.80,92.00,86.00
